id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,chart_link
64,BAA0049RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,31,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5444555,101.08266,-20.94975775,3.35,Belum,-,-,Hari Yudistira,22/09/2021 11:22,50000,1551.10,-,"Chave et al, 2014",media/1632342012779.jpg,media/1632342051434.jpg,media/1632342079920.jpg,media/1632342120738.jpg,
65,BAA0050RBF,Asam kandis,Garcinia parfipolia,Pohon Muda,icon/young_tree.svg,Not Defined,33,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5444547,101.0826638,5.829089376,3.35,Belum,-,-,Hari Yudistira,22/09/2021 11:29,50000,1525.15,-,"Chave et al, 2014",media/1632342411760.jpg,media/1632342444310.jpg,media/1632342493998.jpg,media/1632342531983.jpg,
66,BAA0051RBF,Belanti,Coccoceras borneense,Pohon Dewasa,icon/mature_tree.svg,Not Defined,52,32,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Gambut,Pulau Tilan,1.5475155,101.079773,17.84044922,3.2,Belum,-,-,Hari Yudistira,22/09/2021 12:04,200000,5288.72,-,"Chave et al, 2014",media/1632344594182.jpg,media/1632344608061.jpg,media/1632344661365.jpg,media/1632344689697.jpg,
67,BAA0052RBF,Belanti,Coccoceras borneense,Pohon Dewasa,icon/mature_tree.svg,Not Defined,40,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5475974,101.0797556,6.020973579,3.19,Belum,-,-,Hari Yudistira,22/09/2021 12:09,200000,2490.55,-,"Chave et al, 2014",media/1632344887452.jpg,media/1632344900815.jpg,media/1632344938963.jpg,media/1632344960200.jpg,
68,BAA0089RBF,Belanti,Coccoceras borneense,Pohon Dewasa,icon/mature_tree.svg,Not Defined,58,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5476123,101.0797623,18.02613552,3.19,Belum,-,-,Hari Yudistira,22/09/2021 12:15,200000,6145.64,-,"Chave et al, 2014",media/1632345126366.jpg,media/1632345144607.jpg,media/1632345226757.jpg,media/1632345302096.jpg,
69,BAA0053RBF,Putat,Planchonia valida,Pohon Dewasa,icon/mature_tree.svg,Not Defined,42,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.547914,101.0799074,18.66040359,3.15,Belum,-,-,Hari Yudistira,22/09/2021 13:05,200000,2827.24,-,"Chave et al, 2014",media/1632348266403.jpg,media/1632348296037.jpg,media/1632348313202.jpg,media/1632348333714.jpg,
70,BAA0054RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,43,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5479426,101.0798995,14.37277261,3.15,Belum,-,-,Hari Yudistira,22/09/2021 13:08,200000,4364.11,-,"Chave et al, 2014",media/1632348434042.jpg,media/1632348455650.jpg,media/1632348481302.jpg,media/1632348494622.jpg,
71,BAA0055RBF,Belanti,Coccoceras borneense,Pohon Muda,icon/young_tree.svg,Not Defined,33,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5479379,101.0799162,14.80419013,3.15,Belum,-,-,Putri,22/09/2021 13:11,50000,1710.86,-,"Chave et al, 2014",media/1632348604790.jpg,media/1632348619386.jpg,media/1632348634451.jpg,media/1632348692802.jpg,
72,BAA0056RBF,Putat,Planchonia valida,Pohon Dewasa,icon/mature_tree.svg,Not Defined,40,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5479043,101.0799258,10.65504005,3.15,Belum,-,-,Hari Yudistira,22/09/2021 13:16,200000,3818.27,-,"Chave et al, 2014",media/1632348901096.jpg,media/1632348945807.jpg,media/1632348973137.jpg,media/1632348994745.jpg,
73,BAA0057RBF,Belanti,Coccoceras borneense,Pohon Dewasa,icon/mature_tree.svg,Not Defined,52,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5482018,101.0799568,10.62315213,3.12,Belum,-,-,Hari Yudistira,22/09/2021 13:23,200000,4965.86,-,"Chave et al, 2014",media/1632349331916.jpg,media/1632349364096.jpg,media/1632349379858.jpg,media/1632349425241.jpg,
74,BAA0058RBF,Belanti,Coccoceras borneense,Pohon Dewasa,icon/mature_tree.svg,Not Defined,40,32,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5482252,101.0799622,12.47478204,3.12,Belum,-,-,Hari Yudistira,22/09/2021 13:28,200000,3169.08,-,"Chave et al, 2014",media/1632349649888.jpg,media/1632349668465.jpg,media/1632349692963.jpg,media/1632349720156.jpg,
75,BAA0059RBF,Belanti,Coccoceras borneense,Pohon Dewasa,icon/mature_tree.svg,Not Defined,40,31,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5482429,101.0799318,14.21968755,3.12,Belum,-,-,Hari Yudistira,22/09/2021 13:33,200000,3072.38,-,"Chave et al, 2014",media/1632349884250.jpg,media/1632349913739.jpg,media/1632349961818.jpg,media/1632349986427.jpg,
76,BAA0060RBF,Belanti,Coccoceras borneense,Pohon Dewasa,icon/mature_tree.svg,Not Defined,40,32,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5483372,101.0798758,9.889206948,3.11,Belum,-,-,Putri,22/09/2021 13:38,200000,3169.08,-,"Chave et al, 2014",media/1632350273307.jpg,media/1632350293875.jpg,media/1632350310910.jpg,media/1632350327170.jpg,
77,BAA0065RBF,Belanti,Coccoceras borneense,Pohon Muda,icon/young_tree.svg,Not Defined,32,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5483241,101.0798935,7.864265252,3.11,Belum,-,-,Hari Yudistira,22/09/2021 13:42,50000,1924.90,-,"Chave et al, 2014",media/1632350472370.jpg,media/1632350491587.jpg,media/1632350516150.jpg,media/1632350535273.jpg,
78,BAA0061RBF,Putat,Planchonia valida,Pohon Dewasa,icon/mature_tree.svg,Not Defined,45,32,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5483553,101.0799312,17.79162034,3.11,Belum,-,-,Hari Yudistira,22/09/2021 13:47,200000,5117.67,-,"Chave et al, 2014",media/1632350715323.jpg,media/1632350742708.jpg,media/1632350777725.jpg,media/1632350816926.jpg,
79,BAA0062RBF,Belanti,Coccoceras borneense,Pohon Dewasa,icon/mature_tree.svg,Not Defined,42,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5484034,101.0799851,12.78822674,3.1,Belum,-,-,Putri,22/09/2021 13:50,200000,3272.94,-,"Chave et al, 2014",media/1632350977009.jpg,media/1632350999969.jpg,media/1632351029631.jpg,media/1632351040597.jpg,
80,BAA0063RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,50,31,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5483939,101.0799185,10.26905656,3.1,Belum,-,-,Hari Yudistira,22/09/2021 13:55,200000,6048.58,-,"Chave et al, 2014",media/1632351153643.jpg,media/1632351200357.jpg,media/1632351287957.jpg,media/1632351302960.jpg,
81,BAA0064RBF,Bintangor,Calophyllum sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,42,29,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5484094,101.0798931,5.22184525,3.1,Belum,-,-,Hari Yudistira,22/09/2021 13:58,200000,3594.62,-,"Chave et al, 2014",media/1632351418159.jpg,media/1632351440475.jpg,media/1632351466326.jpg,media/1632351478573.jpg,
82,BAA0069RBF,Putat,Planchonia valida,Pohon Dewasa,icon/mature_tree.svg,Not Defined,50,32,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5485706,101.07991,22.12256349,3.09,Belum,-,-,Hari Yudistira,22/09/2021 14:04,200000,6286.25,-,"Chave et al, 2014",media/1632351795125.jpg,media/1632351815487.jpg,media/1632351841241.jpg,media/1632351859022.jpg,
83,BAA0068RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,30,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5485968,101.0798731,7.015503348,3.09,Belum,-,-,Hari Yudistira,22/09/2021 14:08,50000,2161.26,-,"Chave et al, 2014",media/1632352058610.jpg,media/1632352088992.jpg,media/1632352112268.jpg,media/1632352127941.jpg,
84,BAA0122RBF,Komudan,-,Pohon Dewasa,icon/mature_tree.svg,Not Defined,42,18,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5485347,101.0798496,21.54312009,3.09,Belum,-,-,Hari Yudistira,22/09/2021 14:12,200000,3305.75,-,"Brown, 1997",media/1632352258759.jpg,media/1632352282509.jpg,media/1632352305874.jpg,media/1632352324425.jpg,
85,BAA0069RBF,Cempedak air,Artocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,42,31,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5485845,101.0798684,18.7040899,3.09,Belum,-,-,Hari Yudistira,22/09/2021 14:16,200000,3783.27,-,"Chave et al, 2014",media/1632352517269.jpg,media/1632352551186.jpg,media/1632352572290.jpg,media/1632352591506.jpg,
86,BAA0123RBF,Asam ,Garcinia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,40,32,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5485864,101.0800257,25.99477052,3.08,Belum,-,-,Putri,22/09/2021 14:25,200000,4686.58,-,"Chave et al, 2014",media/1632353029821.jpg,media/1632353062010.jpg,media/1632353079287.jpg,media/1632353104208.jpg,
87,BAA0070RBF,Belanti,Coccoceras borneense,Pohon Dewasa,icon/mature_tree.svg,Not Defined,53,32,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5488817,101.0801224,13.41073396,3.05,Belum,-,-,Putri,22/09/2021 14:29,200000,5489.06,-,"Chave et al, 2014",media/1632353320657.jpg,media/1632353337476.jpg,media/1632353360808.jpg,media/1632353383822.jpg,
88,BAA0071RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,48,28,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5489769,101.0800551,12.59785988,3.04,Belum,-,-,Hari Yudistira,22/09/2021 14:33,200000,5057.13,-,"Chave et al, 2014",media/1632353514053.jpg,media/1632353547051.jpg,media/1632353575072.jpg,media/1632353586574.jpg,
89,BAA0072RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,30,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.548955,101.0800625,12.57341667,3.04,Belum,-,-,Putri,22/09/2021 14:36,50000,1808.94,-,"Chave et al, 2014",media/1632353726673.jpg,media/1632353737372.jpg,media/1632353756209.jpg,media/1632353768158.jpg,
90,BAA0073RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,55,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5489323,101.0799083,12.98566652,3.05,Belum,-,-,Hari Yudistira,22/09/2021 14:40,200000,7055.92,-,"Chave et al, 2014",media/1632353917276.jpg,media/1632353937406.jpg,media/1632353963432.jpg,media/1632354021720.jpg,
91,BAA0074RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,58,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5490909,101.0798833,-3.586144925,3.04,Belum,-,-,Hari Yudistira,22/09/2021 15:02,200000,6550.83,-,"Chave et al, 2014",media/1632355169984.jpg,media/1632355213244.jpg,media/1632355306659.jpg,media/1632355322798.jpg,
92,BAA0075RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,45,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5491059,101.0799598,4.506390279,3.03,Belum,-,-,Putri,22/09/2021 15:05,200000,4769.10,-,"Chave et al, 2014",media/1632355447276.jpg,media/1632355458337.jpg,media/1632355485711.jpg,media/1632355499291.jpg,
93,BAA0124RBF,Leban bunga,Vitex Pinnata,Pohon Dewasa,icon/mature_tree.svg,Least Concern,52,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5491569,101.0799529,10.9159103,3.03,Belum,-,-,Putri,22/09/2021 15:09,200000,6160.96,-,"Chave et al, 2014",media/1632355683324.jpg,media/1632355710580.jpg,media/1632355760152.jpg,media/1632355786075.jpg,
94,BAA0125RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,49,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5491154,101.0799248,3.288989248,3.04,Belum,-,-,Hari Yudistira,22/09/2021 15:12,200000,5631.55,-,"Chave et al, 2014",media/1632355880600.jpg,media/1632355908047.jpg,media/1632355934130.jpg,media/1632355949641.jpg,
95,BAA0126RBF,Leban bunga,Vitex Pinnata,Pohon Dewasa,icon/mature_tree.svg,Least Concern,42,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5491106,101.0799217,15.31103604,3.04,Belum,-,-,Hari Yudistira,22/09/2021 15:17,200000,4851.47,-,"Chave et al, 2014",media/1632356130625.jpg,media/1632356165438.jpg,media/1632356201868.jpg,media/1632356218404.jpg,
96,BAA0127RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,45,28,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5493616,101.0797352,20.37942149,3.02,Belum,-,-,Putri,22/09/2021 15:19,200000,4458.54,-,"Chave et al, 2014",media/1632356350298.jpg,media/1632356359475.jpg,media/1632356379176.jpg,media/1632356387518.jpg,
97,BAA0128RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,43,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5493961,101.0799675,11.65866723,3.01,Belum,-,-,Hari Yudistira,22/09/2021 15:24,200000,4364.11,-,"Chave et al, 2014",media/1632356567129.jpg,media/1632356602913.jpg,media/1632356625980.jpg,media/1632356639896.jpg,
98,BAA0129RBF,Asam ,Garcinia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,40,18,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5496682,101.0800373,40.8140651,2.98,Belum,-,-,Putri,22/09/2021 15:27,200000,2672.86,-,"Chave et al, 2014",media/1632356827210.jpg,media/1632356839846.jpg,media/1632356857011.jpg,media/1632356870926.jpg,
99,BAA0130RBF,Leban,Vitex Pinnata,Pohon Dewasa,icon/mature_tree.svg,Least Concern,46,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5495406,101.07985,30.56122387,3,Belum,-,-,Putri,22/09/2021 15:32,200000,2945.70,-,"Chave et al, 2014",media/1632357067910.jpg,media/1632357081328.jpg,media/1632357094460.jpg,media/1632357118778.jpg,
100,BAA0131RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,42,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5496185,101.0798947,18.42200219,2.99,Belum,-,-,Hari Yudistira,22/09/2021 15:37,200000,4168.20,-,"Chave et al, 2014",media/1632357347346.jpg,media/1632357375259.jpg,media/1632357401781.jpg,media/1632357414429.jpg,
101,BAA0132RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,36,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5496182,101.0799311,21.30877495,2.99,Belum,-,-,Putri,22/09/2021 15:40,50000,3085.09,-,"Chave et al, 2014",media/1632357588052.jpg,media/1632357607911.jpg,media/1632357623391.jpg,media/1632357639446.jpg,
102,BAA0133RBF,Asam ,Garcinia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,40,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5496252,101.0799391,9.64687831,2.99,Belum,-,-,Hari Yudistira,22/09/2021 15:44,200000,4400.48,-,"Chave et al, 2014",media/1632357762366.jpg,media/1632357782461.jpg,media/1632357799994.jpg,media/1632357811591.jpg,
103,BAA0134RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,52,22,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5498002,101.0798115,18.81794157,2.98,Belum,-,-,Putri,22/09/2021 15:50,200000,4672.38,-,"Chave et al, 2014",media/1632358178224.jpg,media/1632358201562.jpg,media/1632358229676.jpg,media/1632358250404.jpg,
104,BAA0135RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,43,28,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5497551,101.0798281,23.72705522,2.98,Belum,-,-,Putri,22/09/2021 15:53,200000,4079.92,-,"Chave et al, 2014",media/1632358338908.jpg,media/1632358347227.jpg,media/1632358372489.jpg,media/1632358399782.jpg,
105,BAA0136RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,50,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5497341,101.0798009,18.46561701,2.99,Belum,-,-,Putri,22/09/2021 15:56,200000,4903.14,-,"Chave et al, 2014",media/1632358513793.jpg,media/1632358524147.jpg,media/1632358543959.jpg,media/1632358566810.jpg,
106,BAA0137RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,45,28,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5498715,101.0798212,8.163027162,2.97,Belum,-,-,Putri,22/09/2021 15:59,200000,4458.54,-,"Chave et al, 2014",media/1632358696611.jpg,media/1632358708147.jpg,media/1632358723723.jpg,media/1632358737075.jpg,
107,BAA0138RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,42,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5497726,101.0798258,-7.971152754,2.98,Belum,-,-,Hari Yudistira,22/09/2021 16:02,200000,4168.20,-,"Chave et al, 2014",media/1632358879371.jpg,media/1632358898365.jpg,media/1632358915075.jpg,media/1632358927686.jpg,
108,BAA0066RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,56,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5493214,101.0799581,16.59249562,3.01,Belum,-,-,Hari Yudistira,22/09/2021 16:17,200000,7308.50,-,"Chave et al, 2014",media/1632359754253.jpg,media/1632359813938.jpg,media/1632359830359.jpg,media/1632359841397.jpg,
109,BAA0141RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,45,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5488731,101.0795518,18.9847894,3.08,Belum,-,-,Hari Yudistira,22/09/2021 16:35,200000,4769.10,-,"Chave et al, 2014",media/1632360903475.jpg,media/1632360912729.jpg,media/1632360928229.jpg,media/1632360947896.jpg,
110,BAA0144RBF,Asam,Garcinia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,40,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5487729,101.0797111,-1.859537869,3.08,Belum,-,-,Basriman,22/09/2021 16:40,200000,4400.48,-,"Chave et al, 2014",media/1632361163512.jpg,media/1632361178628.jpg,media/1632361200924.jpg,media/1632361242007.jpg,
111,BAA0085RBF,Kandis,Garcinia sp.,Pohon Muda,icon/young_tree.svg,Not Defined,33.4,18,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5442085,101.0824001,4.56461312,3.39,Belum,-,-,Jefri Neldi,22/09/2021 11:21,50000,1879.78,-,"Chave et al, 2014",media/1632284431951.jpg,media/1632284443416.jpg,media/1632284458806.jpg,media/1632284483846.jpg,
112,BAA0086RBF,Kandis,Garcinia sp.,Pohon Muda,icon/young_tree.svg,Not Defined,38.2,19,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5441373,101.0822118,6.09102554,3.4,Belum,-,-,Jefri Neldi,22/09/2021 11:25,50000,2575.49,-,"Chave et al, 2014",media/1632284666586.jpg,media/1632284679185.jpg,media/1632284697854.jpg,media/1632284741571.jpg,
113,BAA0094RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,18,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5487592,101.0800241,14.42899397,3.06,Belum,-,-,M. Farouq Ikhsan,22/09/2021 13:41,200000,2301.77,-,"Chave et al, 2014",media/1632292794414.jpg,media/1632292814624.jpg,media/1632292856604.jpg,media/1632292871275.jpg,
114,BAA0096RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,89,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5488944,101.0801943,19.77635985,3.04,Belum,-,-,Jefri Neldi,22/09/2021 13:46,200000,18054.06,-,"Chave et al, 2014",media/1632293119127.jpg,media/1632293145296.jpg,media/1632293171389.jpg,media/1632293204833.jpg,
115,BAA0097RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,73,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5490632,101.0802154,23.6446256,3.02,Belum,-,-,Abu Bakar,22/09/2021 13:50,200000,10263.39,-,"Chave et al, 2014",media/1632293355334.jpg,media/1632293366902.jpg,media/1632293387914.jpg,media/1632293408927.jpg,
116,BAA0098RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,52,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5490068,101.0802627,5.324866029,3.03,Belum,-,-,M. Farouq Ikhsan,22/09/2021 13:53,200000,5293.26,-,"Chave et al, 2014",media/1632293536508.jpg,media/1632293549668.jpg,media/1632293569518.jpg,media/1632293582288.jpg,
117,BAA0099RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,47,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5490118,101.0803511,14.99535061,3.02,Belum,-,-,Jefri Neldi,22/09/2021 13:56,200000,4345.30,-,"Chave et al, 2014",media/1632293731967.jpg,media/1632293743713.jpg,media/1632293762172.jpg,media/1632293776276.jpg,
118,BAA0100RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,33,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5489687,101.0804602,18.33034978,3.02,Belum,-,-,Jefri Neldi,22/09/2021 14:00,50000,1752.43,-,"Chave et al, 2014",media/1632294000450.jpg,media/1632294010911.jpg,media/1632294032136.jpg,media/1632294045156.jpg,
119,BAA0107RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,22,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5490435,101.0803945,-1.045079134,3.01,Belum,-,-,Abu Bakar,22/09/2021 14:09,200000,2799.76,-,"Chave et al, 2014",media/1632294487606.jpg,media/1632294501585.jpg,media/1632294536818.jpg,media/1632294569833.jpg,
120,BAA0106RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,31,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5490733,101.08047,1.860296678,3.01,Belum,-,-,Abu Bakar,22/09/2021 14:13,50000,1551.10,-,"Chave et al, 2014",media/1632294692393.jpg,media/1632294708961.jpg,media/1632294726693.jpg,media/1632294748620.jpg,
121,BAA0105RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,31,17,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5489282,101.0803965,3.592071839,3.03,Belum,-,-,Jefri Neldi,22/09/2021 14:16,50000,1323.58,-,"Chave et al, 2014",media/1632294912898.jpg,media/1632294923148.jpg,media/1632294944374.jpg,media/1632294966720.jpg,
122,BAA0102RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,41,14,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.54891,101.0804406,0.85033742,3.02,Belum,-,-,Jefri Neldi,22/09/2021 14:18,200000,1890.04,-,"Chave et al, 2014",media/1632295092879.jpg,media/1632295102178.jpg,media/1632295115738.jpg,media/1632295127265.jpg,
123,BAA0103RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,50,24,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5487168,101.0802342,23.61040094,3.05,Belum,-,-,M. Farouq Ikhsan,22/09/2021 14:21,200000,4711.63,-,"Chave et al, 2014",media/1632295264885.jpg,media/1632295275564.jpg,media/1632295290802.jpg,media/1632295301950.jpg,
